holiday_date,holiday_name,federal_state,nationwide
2029-03-30,Karfreitag,DE-NW,true
2029-03-30,Karfreitag,DE-RP,true
2029-03-30,Karfreitag,DE-SL,true
2029-03-30,Karfreitag,DE-SN,true
2029-03-30,Karfreitag,DE-ST,true
2029-03-30,Karfreitag,DE-SH,true
2029-03-30,Karfreitag,DE-TH,true
2029-04-02,Ostermontag,DE-BW,true
2029-04-02,Ostermontag,DE-BY,true
2029-04-02,Ostermontag,DE-BE,true
2029-04-02,Ostermontag,DE-BB,true
2029-04-02,Ostermontag,DE-HB,true
2029-04-02,Ostermontag,DE-HH,true
2029-04-02,Ostermontag,DE-HE,true
2029-04-02,Ostermontag,DE-MV,true
2029-04-02,Ostermontag,DE-NI,true
2029-04-02,Ostermontag,DE-NW,true
2029-04-02,Ostermontag,DE-RP,true
2029-04-02,Ostermontag,DE-SL,true
2029-04-02,Ostermontag,DE-SN,true
2029-04-02,Ostermontag,DE-ST,true
2029-04-02,Ostermontag,DE-SH,true
2029-04-02,Ostermontag,DE-TH,true
2029-05-01,Tag der Arbeit,DE-BW,true
2029-05-01,Tag der Arbeit,DE-BY,true
2029-05-01,Tag der Arbeit,DE-BE,true
2029-05-01,Tag der Arbeit,DE-BB,true
2029-05-01,Tag der Arbeit,DE-HB,true
2029-05-01,Tag der Arbeit,DE-HH,true
2029-05-01,Tag der Arbeit,DE-HE,true
2029-05-01,Tag der Arbeit,DE-MV,true
2029-05-01,Tag der Arbeit,DE-NI,true
2029-05-01,Tag der Arbeit,DE-NW,true
2029-05-01,Tag der Arbeit,DE-RP,true
2029-05-01,Tag der Arbeit,DE-SL,true
2029-05-01,Tag der Arbeit,DE-SN,true
2029-05-01,Tag der Arbeit,DE-ST,true
2029-05-01,Tag der Arbeit,DE-SH,true
2029-05-01,Tag der Arbeit,DE-TH,true
2029-05-10,Christi Himmelfahrt,DE-BW,true
2029-05-10,Christi Himmelfahrt,DE-BY,true
2029-05-10,Christi Himmelfahrt,DE-BE,true
2029-05-10,Christi Himmelfahrt,DE-BB,true
2029-05-10,Christi Himmelfahrt,DE-HB,true
2029-05-10,Christi Himmelfahrt,DE-HH,true
2029-05-10,Christi Himmelfahrt,DE-HE,true
2029-05-10,Christi Himmelfahrt,DE-MV,true
2029-05-10,Christi Himmelfahrt,DE-NI,true
2029-05-10,Christi Himmelfahrt,DE-NW,true
2029-05-10,Christi Himmelfahrt,DE-RP,true
2029-05-10,Christi Himmelfahrt,DE-SL,true
2029-05-10,Christi Himmelfahrt,DE-SN,true
2029-05-10,Christi Himmelfahrt,DE-ST,true
2029-05-10,Christi Himmelfahrt,DE-SH,true
2029-05-10,Christi Himmelfahrt,DE-TH,true
2029-05-21,Pfingstmontag,DE-BW,true
2029-05-21,Pfingstmontag,DE-BY,true
2029-05-21,Pfingstmontag,DE-BE,true
2029-05-21,Pfingstmontag,DE-BB,true
2029-05-21,Pfingstmontag,DE-HB,true
2029-05-21,Pfingstmontag,DE-HH,true
2029-05-21,Pfingstmontag,DE-HE,true
2029-05-21,Pfingstmontag,DE-MV,true
2029-05-21,Pfingstmontag,DE-NI,true
2029-05-21,Pfingstmontag,DE-NW,true
2029-05-21,Pfingstmontag,DE-RP,true
2029-05-21,Pfingstmontag,DE-SL,true
2029-05-21,Pfingstmontag,DE-SN,true
2029-05-21,Pfingstmontag,DE-ST,true
2029-05-21,Pfingstmontag,DE-SH,true
2029-05-21,Pfingstmontag,DE-TH,true
2029-10-03,Tag der Deutschen Einheit,DE-BW,true
2029-10-03,Tag der Deutschen Einheit,DE-BY,true
2029-10-03,Tag der Deutschen Einheit,DE-BE,true
2029-10-03,Tag der Deutschen Einheit,DE-BB,true
2029-10-03,Tag der Deutschen Einheit,DE-HB,true
2029-10-03,Tag der Deutschen Einheit,DE-HH,true
2029-10-03,Tag der Deutschen Einheit,DE-HE,true
2029-10-03,Tag der Deutschen Einheit,DE-MV,true
2029-10-03,Tag der Deutschen Einheit,DE-NI,true
2029-10-03,Tag der Deutschen Einheit,DE-NW,true
2029-10-03,Tag der Deutschen Einheit,DE-RP,true
2029-10-03,Tag der Deutschen Einheit,DE-SL,true
2029-10-03,Tag der Deutschen Einheit,DE-SN,true
2029-10-03,Tag der Deutschen Einheit,DE-ST,true
2029-10-03,Tag der Deutschen Einheit,DE-SH,true
2029-10-03,Tag der Deutschen Einheit,DE-TH,true
2029-12-25,1. Weihnachtsfeiertag,DE-BW,true
2029-12-25,1. Weihnachtsfeiertag,DE-BY,true
2029-12-25,1. Weihnachtsfeiertag,DE-BE,true
2029-12-25,1. Weihnachtsfeiertag,DE-BB,true
2029-12-25,1. Weihnachtsfeiertag,DE-HB,true
2029-12-25,1. Weihnachtsfeiertag,DE-HH,true
2029-12-25,1. Weihnachtsfeiertag,DE-HE,true
2029-12-25,1. Weihnachtsfeiertag,DE-MV,true
2029-12-25,1. Weihnachtsfeiertag,DE-NI,true
2029-12-25,1. Weihnachtsfeiertag,DE-NW,true
2029-12-25,1. Weihnachtsfeiertag,DE-RP,true
2029-12-25,1. Weihnachtsfeiertag,DE-SL,true
2029-12-25,1. Weihnachtsfeiertag,DE-SN,true
2029-12-25,1. Weihnachtsfeiertag,DE-ST,true
2029-12-25,1. Weihnachtsfeiertag,DE-SH,true
2029-12-25,1. Weihnachtsfeiertag,DE-TH,true
2029-12-26,2. Weihnachtsfeiertag,DE-BW,true
2029-12-26,2. Weihnachtsfeiertag,DE-BY,true
2029-12-26,2. Weihnachtsfeiertag,DE-BE,true
2029-12-26,2. Weihnachtsfeiertag,DE-BB,true
2029-12-26,2. Weihnachtsfeiertag,DE-HB,true
2029-12-26,2. Weihnachtsfeiertag,DE-HH,true
2029-12-26,2. Weihnachtsfeiertag,DE-HE,true
2029-12-26,2. Weihnachtsfeiertag,DE-MV,true
2029-12-26,2. Weihnachtsfeiertag,DE-NI,true
2029-12-26,2. Weihnachtsfeiertag,DE-NW,true
2029-12-26,2. Weihnachtsfeiertag,DE-RP,true
2029-12-26,2. Weihnachtsfeiertag,DE-SL,true
2029-12-26,2. Weihnachtsfeiertag,DE-SN,true
2029-12-26,2. Weihnachtsfeiertag,DE-ST,true
2029-12-26,2. Weihnachtsfeiertag,DE-SH,true
2029-12-26,2. Weihnachtsfeiertag,DE-TH,true
2029-01-06,Heilige Drei Könige,DE-BW,false
2029-01-06,Heilige Drei Könige,DE-BY,false
2029-01-06,Heilige Drei Könige,DE-ST,false
2029-05-31,Fronleichnam,DE-BW,false
2029-05-31,Fronleichnam,DE-BY,false
2029-05-31,Fronleichnam,DE-HE,false
2029-05-31,Fronleichnam,DE-NW,false
2029-05-31,Fronleichnam,DE-RP,false
2029-05-31,Fronleichnam,DE-SL,false
2029-08-15,Mariä Himmelfahrt,DE-BY,false
2029-08-15,Mariä Himmelfahrt,DE-SL,false
2029-09-20,Weltkindertag,DE-TH,false
2029-10-31,Reformationstag,DE-BB,false
2029-10-31,Reformationstag,DE-HB,false
2029-10-31,Reformationstag,DE-HH,false
2029-10-31,Reformationstag,DE-MV,false
2029-10-31,Reformationstag,DE-NI,false
2029-10-31,Reformationstag,DE-SN,false
2029-10-31,Reformationstag,DE-ST,false
2029-10-31,Reformationstag,DE-SH,false
2029-10-31,Reformationstag,DE-TH,false
2029-11-01,Allerheiligen,DE-BW,false
2029-11-01,Allerheiligen,DE-BY,false
2029-11-01,Allerheiligen,DE-NW,false
2029-11-01,Allerheiligen,DE-RP,false
2029-11-01,Allerheiligen,DE-SL,false
2029-11-21,Buß- und Bettag,DE-SN,false
2029-03-08,Internationaler Frauentag,DE-BE,false
2029-03-08,Internationaler Frauentag,DE-MV,false
2030-01-01,Neujahr,DE-BW,true
2030-01-01,Neujahr,DE-BY,true
2030-01-01,Neujahr,DE-BE,true
2030-01-01,Neujahr,DE-BB,true
2030-01-01,Neujahr,DE-HB,true
2030-01-01,Neujahr,DE-HH,true
2030-01-01,Neujahr,DE-HE,true
2030-01-01,Neujahr,DE-MV,true
2030-01-01,Neujahr,DE-NI,true
2030-01-01,Neujahr,DE-NW,true
2030-01-01,Neujahr,DE-RP,true
2030-01-01,Neujahr,DE-SL,true
2030-01-01,Neujahr,DE-SN,true
2030-01-01,Neujahr,DE-ST,true
2030-01-01,Neujahr,DE-SH,true
2030-01-01,Neujahr,DE-TH,true
2030-04-19,Karfreitag,DE-BW,true
2030-04-19,Karfreitag,DE-BY,true
2030-04-19,Karfreitag,DE-BE,true
2030-04-19,Karfreitag,DE-BB,true
2030-04-19,Karfreitag,DE-HB,true
2030-04-19,Karfreitag,DE-HH,true
2030-04-19,Karfreitag,DE-HE,true
2030-04-19,Karfreitag,DE-MV,true
2030-04-19,Karfreitag,DE-NI,true
2030-04-19,Karfreitag,DE-NW,true
2030-04-19,Karfreitag,DE-RP,true
2030-04-19,Karfreitag,DE-SL,true
2030-04-19,Karfreitag,DE-SN,true
2030-04-19,Karfreitag,DE-ST,true
2030-04-19,Karfreitag,DE-SH,true
2030-04-19,Karfreitag,DE-TH,true
2030-04-22,Ostermontag,DE-BW,true
2030-04-22,Ostermontag,DE-BY,true
2030-04-22,Ostermontag,DE-BE,true
2030-04-22,Ostermontag,DE-BB,true
2030-04-22,Ostermontag,DE-HB,true
2030-04-22,Ostermontag,DE-HH,true
2030-04-22,Ostermontag,DE-HE,true
2030-04-22,Ostermontag,DE-MV,true
2030-04-22,Ostermontag,DE-NI,true
2030-04-22,Ostermontag,DE-NW,true
2030-04-22,Ostermontag,DE-RP,true
2030-04-22,Ostermontag,DE-SL,true
2030-04-22,Ostermontag,DE-SN,true
2030-04-22,Ostermontag,DE-ST,true
2030-04-22,Ostermontag,DE-SH,true
2030-04-22,Ostermontag,DE-TH,true
2030-05-01,Tag der Arbeit,DE-BW,true
2030-05-01,Tag der Arbeit,DE-BY,true
2030-05-01,Tag der Arbeit,DE-BE,true
2030-05-01,Tag der Arbeit,DE-BB,true
2030-05-01,Tag der Arbeit,DE-HB,true
2030-05-01,Tag der Arbeit,DE-HH,true
2030-05-01,Tag der Arbeit,DE-HE,true
2030-05-01,Tag der Arbeit,DE-MV,true
2030-05-01,Tag der Arbeit,DE-NI,true
2030-05-01,Tag der Arbeit,DE-NW,true
2030-05-01,Tag der Arbeit,DE-RP,true
2030-05-01,Tag der Arbeit,DE-SL,true
2030-05-01,Tag der Arbeit,DE-SN,true
2030-05-01,Tag der Arbeit,DE-ST,true
2030-05-01,Tag der Arbeit,DE-SH,true
2030-05-01,Tag der Arbeit,DE-TH,true
2030-05-30,Christi Himmelfahrt,DE-BW,true
2030-05-30,Christi Himmelfahrt,DE-BY,true
2030-05-30,Christi Himmelfahrt,DE-BE,true
2030-05-30,Christi Himmelfahrt,DE-BB,true
2030-05-30,Christi Himmelfahrt,DE-HB,true
2030-05-30,Christi Himmelfahrt,DE-HH,true
2030-05-30,Christi Himmelfahrt,DE-HE,true
2030-05-30,Christi Himmelfahrt,DE-MV,true
2030-05-30,Christi Himmelfahrt,DE-NI,true
2030-05-30,Christi Himmelfahrt,DE-NW,true
2030-05-30,Christi Himmelfahrt,DE-RP,true
2030-05-30,Christi Himmelfahrt,DE-SL,true
2030-05-30,Christi Himmelfahrt,DE-SN,true
2030-05-30,Christi Himmelfahrt,DE-ST,true
2030-05-30,Christi Himmelfahrt,DE-SH,true
2030-05-30,Christi Himmelfahrt,DE-TH,true
2030-06-10,Pfingstmontag,DE-BW,true
2030-06-10,Pfingstmontag,DE-BY,true
2030-06-10,Pfingstmontag,DE-BE,true
2030-06-10,Pfingstmontag,DE-BB,true
2030-06-10,Pfingstmontag,DE-HB,true
2030-06-10,Pfingstmontag,DE-HH,true
2030-06-10,Pfingstmontag,DE-HE,true
2030-06-10,Pfingstmontag,DE-MV,true
2030-06-10,Pfingstmontag,DE-NI,true
2030-06-10,Pfingstmontag,DE-NW,true
2030-06-10,Pfingstmontag,DE-RP,true
2030-06-10,Pfingstmontag,DE-SL,true
2030-06-10,Pfingstmontag,DE-SN,true
2030-06-10,Pfingstmontag,DE-ST,true
2030-06-10,Pfingstmontag,DE-SH,true
2030-06-10,Pfingstmontag,DE-TH,true
2030-10-03,Tag der Deutschen Einheit,DE-BW,true
2030-10-03,Tag der Deutschen Einheit,DE-BY,true
2030-10-03,Tag der Deutschen Einheit,DE-BE,true
2030-10-03,Tag der Deutschen Einheit,DE-BB,true
2030-10-03,Tag der Deutschen Einheit,DE-HB,true
2030-10-03,Tag der Deutschen Einheit,DE-HH,true
2030-10-03,Tag der Deutschen Einheit,DE-HE,true
2030-10-03,Tag der Deutschen Einheit,DE-MV,true
2030-10-03,Tag der Deutschen Einheit,DE-NI,true
2030-10-03,Tag der Deutschen Einheit,DE-NW,true
2030-10-03,Tag der Deutschen Einheit,DE-RP,true
2030-10-03,Tag der Deutschen Einheit,DE-SL,true
2030-10-03,Tag der Deutschen Einheit,DE-SN,true
2030-10-03,Tag der Deutschen Einheit,DE-ST,true
2030-10-03,Tag der Deutschen Einheit,DE-SH,true
2030-10-03,Tag der Deutschen Einheit,DE-TH,true
2030-12-25,1. Weihnachtsfeiertag,DE-BW,true
2030-12-25,1. Weihnachtsfeiertag,DE-BY,true
2030-12-25,1. Weihnachtsfeiertag,DE-BE,true
2030-12-25,1. Weihnachtsfeiertag,DE-BB,true
2030-12-25,1. Weihnachtsfeiertag,DE-HB,true
2030-12-25,1. Weihnachtsfeiertag,DE-HH,true
2030-12-25,1. Weihnachtsfeiertag,DE-HE,true
2030-12-25,1. Weihnachtsfeiertag,DE-MV,true
2030-12-25,1. Weihnachtsfeiertag,DE-NI,true
2030-12-25,1. Weihnachtsfeiertag,DE-NW,true
2030-12-25,1. Weihnachtsfeiertag,DE-RP,true
2030-12-25,1. Weihnachtsfeiertag,DE-SL,true
2030-12-25,1. Weihnachtsfeiertag,DE-SN,true
2030-12-25,1. Weihnachtsfeiertag,DE-ST,true
2030-12-25,1. Weihnachtsfeiertag,DE-SH,true
2030-12-25,1. Weihnachtsfeiertag,DE-TH,true
2030-12-26,2. Weihnachtsfeiertag,DE-BW,true
2030-12-26,2. Weihnachtsfeiertag,DE-BY,true
2030-12-26,2. Weihnachtsfeiertag,DE-BE,true
2030-12-26,2. Weihnachtsfeiertag,DE-BB,true
2030-12-26,2. Weihnachtsfeiertag,DE-HB,true
2030-12-26,2. Weihnachtsfeiertag,DE-HH,true
2030-12-26,2. Weihnachtsfeiertag,DE-HE,true
2030-12-26,2. Weihnachtsfeiertag,DE-MV,true
2030-12-26,2. Weihnachtsfeiertag,DE-NI,true
2030-12-26,2. Weihnachtsfeiertag,DE-NW,true
2030-12-26,2. Weihnachtsfeiertag,DE-RP,true
2030-12-26,2. Weihnachtsfeiertag,DE-SL,true
2030-12-26,2. Weihnachtsfeiertag,DE-SN,true
2030-12-26,2. Weihnachtsfeiertag,DE-ST,true
2030-12-26,2. Weihnachtsfeiertag,DE-SH,true
2030-12-26,2. Weihnachtsfeiertag,DE-TH,true
2030-01-06,Heilige Drei Könige,DE-BW,false
2030-01-06,Heilige Drei Könige,DE-BY,false
2030-01-06,Heilige Drei Könige,DE-ST,false
2030-06-20,Fronleichnam,DE-BW,false
2030-06-20,Fronleichnam,DE-BY,false
2030-06-20,Fronleichnam,DE-HE,false
2030-06-20,Fronleichnam,DE-NW,false
2030-06-20,Fronleichnam,DE-RP,false
2030-06-20,Fronleichnam,DE-SL,false
2030-08-15,Mariä Himmelfahrt,DE-BY,false
2030-08-15,Mariä Himmelfahrt,DE-SL,false
2030-09-20,Weltkindertag,DE-TH,false
2030-10-31,Reformationstag,DE-BB,false
2030-10-31,Reformationstag,DE-HB,false
2030-10-31,Reformationstag,DE-HH,false
2030-10-31,Reformationstag,DE-MV,false
2030-10-31,Reformationstag,DE-NI,false
2030-10-31,Reformationstag,DE-SN,false
2030-10-31,Reformationstag,DE-ST,false
2030-10-31,Reformationstag,DE-SH,false
2030-10-31,Reformationstag,DE-TH,false
2030-11-01,Allerheiligen,DE-BW,false
2030-11-01,Allerheiligen,DE-BY,false
2030-11-01,Allerheiligen,DE-NW,false
2030-11-01,Allerheiligen,DE-RP,false
2030-11-01,Allerheiligen,DE-SL,false
2030-11-20,Buß- und Bettag,DE-SN,false
2030-03-08,Internationaler Frauentag,DE-BE,false
2030-03-08,Internationaler Frauentag,DE-MV,false
2031-01-01,Neujahr,DE-BW,true
2031-01-01,Neujahr,DE-BY,true
2031-01-01,Neujahr,DE-BE,true
2031-01-01,Neujahr,DE-BB,true
2031-01-01,Neujahr,DE-HB,true
2031-01-01,Neujahr,DE-HH,true
2031-01-01,Neujahr,DE-HE,true
2031-01-01,Neujahr,DE-MV,true
2031-01-01,Neujahr,DE-NI,true
2031-01-01,Neujahr,DE-NW,true
2031-01-01,Neujahr,DE-RP,true
2031-01-01,Neujahr,DE-SL,true
2031-01-01,Neujahr,DE-SN,true
2031-01-01,Neujahr,DE-ST,true
2031-01-01,Neujahr,DE-SH,true
2031-01-01,Neujahr,DE-TH,true
2031-04-11,Karfreitag,DE-BW,true
2031-04-11,Karfreitag,DE-BY,true
2031-04-11,Karfreitag,DE-BE,true
2031-04-11,Karfreitag,DE-BB,true
2031-04-11,Karfreitag,DE-HB,true
2031-04-11,Karfreitag,DE-HH,true
2031-04-11,Karfreitag,DE-HE,true
2031-04-11,Karfreitag,DE-MV,true
2031-04-11,Karfreitag,DE-NI,true
2031-04-11,Karfreitag,DE-NW,true
2031-04-11,Karfreitag,DE-RP,true
2031-04-11,Karfreitag,DE-SL,true
2031-04-11,Karfreitag,DE-SN,true
2031-04-11,Karfreitag,DE-ST,true
2031-04-11,Karfreitag,DE-SH,true
2031-04-11,Karfreitag,DE-TH,true
2031-04-14,Ostermontag,DE-BW,true
2031-04-14,Ostermontag,DE-BY,true
2031-04-14,Ostermontag,DE-BE,true
2031-04-14,Ostermontag,DE-BB,true
2031-04-14,Ostermontag,DE-HB,true
2031-04-14,Ostermontag,DE-HH,true
2031-04-14,Ostermontag,DE-HE,true
2031-04-14,Ostermontag,DE-MV,true
2031-04-14,Ostermontag,DE-NI,true
2031-04-14,Ostermontag,DE-NW,true
2031-04-14,Ostermontag,DE-RP,true
2031-04-14,Ostermontag,DE-SL,true
2031-04-14,Ostermontag,DE-SN,true
2031-04-14,Ostermontag,DE-ST,true
2031-04-14,Ostermontag,DE-SH,true
2031-04-14,Ostermontag,DE-TH,true
2031-05-01,Tag der Arbeit,DE-BW,true
2031-05-01,Tag der Arbeit,DE-BY,true
2031-05-01,Tag der Arbeit,DE-BE,true
2031-05-01,Tag der Arbeit,DE-BB,true
2031-05-01,Tag der Arbeit,DE-HB,true
2031-05-01,Tag der Arbeit,DE-HH,true
2031-05-01,Tag der Arbeit,DE-HE,true
2031-05-01,Tag der Arbeit,DE-MV,true
2031-05-01,Tag der Arbeit,DE-NI,true
2031-05-01,Tag der Arbeit,DE-NW,true
2031-05-01,Tag der Arbeit,DE-RP,true
2031-05-01,Tag der Arbeit,DE-SL,true
2031-05-01,Tag der Arbeit,DE-SN,true
2031-05-01,Tag der Arbeit,DE-ST,true
2031-05-01,Tag der Arbeit,DE-SH,true
2031-05-01,Tag der Arbeit,DE-TH,true
2031-05-22,Christi Himmelfahrt,DE-BW,true
2031-05-22,Christi Himmelfahrt,DE-BY,true
2031-05-22,Christi Himmelfahrt,DE-BE,true
2031-05-22,Christi Himmelfahrt,DE-BB,true
2031-05-22,Christi Himmelfahrt,DE-HB,true
2031-05-22,Christi Himmelfahrt,DE-HH,true
2031-05-22,Christi Himmelfahrt,DE-HE,true
2031-05-22,Christi Himmelfahrt,DE-MV,true
2031-05-22,Christi Himmelfahrt,DE-NI,true
2031-05-22,Christi Himmelfahrt,DE-NW,true
2031-05-22,Christi Himmelfahrt,DE-RP,true
2031-05-22,Christi Himmelfahrt,DE-SL,true
2031-05-22,Christi Himmelfahrt,DE-SN,true
2031-05-22,Christi Himmelfahrt,DE-ST,true
2031-05-22,Christi Himmelfahrt,DE-SH,true
2031-05-22,Christi Himmelfahrt,DE-TH,true
2031-06-02,Pfingstmontag,DE-BW,true
2031-06-02,Pfingstmontag,DE-BY,true
2031-06-02,Pfingstmontag,DE-BE,true
2031-06-02,Pfingstmontag,DE-BB,true
2031-06-02,Pfingstmontag,DE-HB,true
2031-06-02,Pfingstmontag,DE-HH,true
2031-06-02,Pfingstmontag,DE-HE,true
2031-06-02,Pfingstmontag,DE-MV,true
2031-06-02,Pfingstmontag,DE-NI,true
2031-06-02,Pfingstmontag,DE-NW,true
2031-06-02,Pfingstmontag,DE-RP,true
2031-06-02,Pfingstmontag,DE-SL,true
2031-06-02,Pfingstmontag,DE-SN,true
2031-06-02,Pfingstmontag,DE-ST,true
2031-06-02,Pfingstmontag,DE-SH,true
2031-06-02,Pfingstmontag,DE-TH,true
2031-10-03,Tag der Deutschen Einheit,DE-BW,true
2031-10-03,Tag der Deutschen Einheit,DE-BY,true
2031-10-03,Tag der Deutschen Einheit,DE-BE,true
2031-10-03,Tag der Deutschen Einheit,DE-BB,true
2031-10-03,Tag der Deutschen Einheit,DE-HB,true
2031-10-03,Tag der Deutschen Einheit,DE-HH,true
2031-10-03,Tag der Deutschen Einheit,DE-HE,true
2031-10-03,Tag der Deutschen Einheit,DE-MV,true
2031-10-03,Tag der Deutschen Einheit,DE-NI,true
2031-10-03,Tag der Deutschen Einheit,DE-NW,true
2031-10-03,Tag der Deutschen Einheit,DE-RP,true
2031-10-03,Tag der Deutschen Einheit,DE-SL,true
2031-10-03,Tag der Deutschen Einheit,DE-SN,true
2031-10-03,Tag der Deutschen Einheit,DE-ST,true
2031-10-03,Tag der Deutschen Einheit,DE-SH,true
2031-10-03,Tag der Deutschen Einheit,DE-TH,true
2031-12-25,1. Weihnachtsfeiertag,DE-BW,true
2031-12-25,1. Weihnachtsfeiertag,DE-BY,true
2031-12-25,1. Weihnachtsfeiertag,DE-BE,true
2031-12-25,1. Weihnachtsfeiertag,DE-BB,true
2031-12-25,1. Weihnachtsfeiertag,DE-HB,true
2031-12-25,1. Weihnachtsfeiertag,DE-HH,true
2031-12-25,1. Weihnachtsfeiertag,DE-HE,true
2031-12-25,1. Weihnachtsfeiertag,DE-MV,true
2031-12-25,1. Weihnachtsfeiertag,DE-NI,true
2031-12-25,1. Weihnachtsfeiertag,DE-NW,true
2031-12-25,1. Weihnachtsfeiertag,DE-RP,true
2031-12-25,1. Weihnachtsfeiertag,DE-SL,true
2031-12-25,1. Weihnachtsfeiertag,DE-SN,true
2031-12-25,1. Weihnachtsfeiertag,DE-ST,true
2031-12-25,1. Weihnachtsfeiertag,DE-SH,true
2031-12-25,1. Weihnachtsfeiertag,DE-TH,true
2031-12-26,2. Weihnachtsfeiertag,DE-BW,true
2031-12-26,2. Weihnachtsfeiertag,DE-BY,true
2031-12-26,2. Weihnachtsfeiertag,DE-BE,true
2031-12-26,2. Weihnachtsfeiertag,DE-BB,true
2031-12-26,2. Weihnachtsfeiertag,DE-HB,true
2031-12-26,2. Weihnachtsfeiertag,DE-HH,true
2031-12-26,2. Weihnachtsfeiertag,DE-HE,true
2031-12-26,2. Weihnachtsfeiertag,DE-MV,true
2031-12-26,2. Weihnachtsfeiertag,DE-NI,true
2031-12-26,2. Weihnachtsfeiertag,DE-NW,true
2031-12-26,2. Weihnachtsfeiertag,DE-RP,true
2031-12-26,2. Weihnachtsfeiertag,DE-SL,true
2031-12-26,2. Weihnachtsfeiertag,DE-SN,true
2031-12-26,2. Weihnachtsfeiertag,DE-ST,true
2031-12-26,2. Weihnachtsfeiertag,DE-SH,true
2031-12-26,2. Weihnachtsfeiertag,DE-TH,true
2031-01-06,Heilige Drei Könige,DE-BW,false
2031-01-06,Heilige Drei Könige,DE-BY,false
2031-01-06,Heilige Drei Könige,DE-ST,false
2031-06-12,Fronleichnam,DE-BW,false
2031-06-12,Fronleichnam,DE-BY,false
2031-06-12,Fronleichnam,DE-HE,false
2031-06-12,Fronleichnam,DE-NW,false
2031-06-12,Fronleichnam,DE-RP,false
2031-06-12,Fronleichnam,DE-SL,false
2031-08-15,Mariä Himmelfahrt,DE-BY,false
2031-08-15,Mariä Himmelfahrt,DE-SL,false
2031-09-20,Weltkindertag,DE-TH,false
2031-10-31,Reformationstag,DE-BB,false
2031-10-31,Reformationstag,DE-HB,false
2031-10-31,Reformationstag,DE-HH,false
2031-10-31,Reformationstag,DE-MV,false
2031-10-31,Reformationstag,DE-NI,false
2031-10-31,Reformationstag,DE-SN,false
2031-10-31,Reformationstag,DE-ST,false
2031-10-31,Reformationstag,DE-SH,false
2031-10-31,Reformationstag,DE-TH,false
2031-11-01,Allerheiligen,DE-BW,false
2031-11-01,Allerheiligen,DE-BY,false
2031-11-01,Allerheiligen,DE-NW,false
2031-11-01,Allerheiligen,DE-RP,false
2031-11-01,Allerheiligen,DE-SL,false
2031-11-19,Buß- und Bettag,DE-SN,false
2031-03-08,Internationaler Frauentag,DE-BE,false
2031-03-08,Internationaler Frauentag,DE-MV,false
